Status,ScriptPath,TypeName,BaseTypeName,SerializedReference,ExternalCodeReferenceCount,ExternalCodeReferenceFiles,Notes
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Npc/SystemNpcTravelState.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Npc/SystemNpcType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/PlanetType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Save/SavedCombatSafetyState.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Save/SavedMetaScreen.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Save/SavedMissionStatus.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Save/SavedTravelStatus.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/ShipClass.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/ShipStatType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Simulation/SimulationState.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/StationType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
